id,tw_member?,fb_member?,tw_follower?,fb_follower?
RossiYu,False,False,False,True
bom-d-van,False,False,True,True
linjunpop,False,False,True,True
punitor,False,False,True,False
musichen,False,False,False,True
alicaglayan,False,False,True,True
yiminghe,False,False,True,True
hoffination,False,False,False,True
vishnumj,False,False,True,False
RafaelAcebron,False,False,False,True
yuanhaowei,False,False,False,True
jacquelineangel,False,False,True,False
altOnTab,False,False,True,False
robertomiranda,False,False,True,False
roman-yagodin,False,False,True,False
salilwalavalkar,False,False,True,False
ravecode,False,False,False,True
thebicycle2,False,False,True,False
ChunHungLiu,False,False,True,True
VinSpee,False,False,False,True
naum,False,False,False,True
kbohinski,False,False,False,True
mtownsen,False,False,True,False
khatribharat,False,False,False,True
stephenhay,False,False,False,True
AdotDdot,False,False,True,False
fredmans,False,False,True,False
stecman,False,False,False,True
kevinho,False,False,True,True
meatball55,False,False,True,False
etosch,False,False,False,True
helionaeic,False,False,False,True
DoubleRound,False,False,False,True
igorcanadi,False,True,False,False
diezcami,False,False,True,False
happyniu1115,False,False,False,True
vinimdocarmo,False,False,True,False
pashae,False,False,True,False
Tambralinga,False,False,True,False
yangli1990,False,False,False,True
michelkaeser,False,False,True,False
yinanfang,False,False,True,False
xpancom,False,False,True,False
Thirunavukkarasu,False,False,False,True
vivianick,False,False,True,False
mhmoretti,False,False,True,False
bramaningds,False,False,True,False
JeOam,False,False,False,True
kevinlacire,False,False,True,False
gitbong,False,False,False,True
watarumohawk,False,False,False,True
berrtech,False,False,False,True
fatastronauts,False,False,True,False
jehagarwal,False,False,False,True
stephband,False,False,True,False
jackbrewer,False,False,True,False
Mobeidat,False,False,False,True
crokobit,False,False,False,True
luoto,False,False,False,True
dannylsl,False,False,True,False
pcole,False,False,True,False
jCrip,False,False,True,False
deepfriedfilth,False,False,False,True
kepricon,False,False,False,True
thebiffboff,False,False,True,False
gmeben,False,False,True,False
eddix,False,False,True,False
dkulkarni,False,False,False,True
piotrl,False,False,True,False
enki,False,False,True,False
periodic1236,False,False,False,True
chachra,False,False,True,False
einstien2roy,False,False,False,True
proroot,False,False,False,True
Istovi,False,False,False,True
hazedlab,False,False,True,False
bakr-aj,False,False,True,False
martinklepsch,False,False,False,True
nccchirag,False,False,True,False
tomheng,False,False,True,False
hadikcz,False,False,False,True
finleyChen,False,False,False,True
saadullahsaeed,False,False,False,True
spyeck,False,False,True,False
h-niwayama,False,False,True,False
rwxcode,False,False,True,True
timshingyu,False,False,True,True
nchiring,False,False,False,True
carloseduardos,False,False,False,True
ryums0227,False,False,False,True
wongkoo,False,False,False,True
code-KK,False,False,True,False
khasman,False,False,True,False
brainbrian,False,False,True,False
dxcqcv,False,False,True,False
kayan1990,False,False,True,False
huylu,False,False,True,False
ordonezalex,False,False,True,True
ncherro,False,False,False,True
rodson,False,False,False,True
radj,False,False,False,True
dielduarte,False,False,True,True
zffl,False,False,False,True
abhibagul,False,False,True,False
crystalcyan,False,False,True,False
qwe00921,False,False,True,False
janruehling,False,False,False,True
lreb,False,False,True,False
LesterMac,False,False,True,False
nareshganesan,False,False,False,True
imarklee,False,False,False,True
ashafaei,False,False,False,True
oyvindsolstad,False,False,False,True
bradheitmann,False,False,False,True
mohsen-talk,False,False,True,False
carlesandres,False,False,True,False
joecallon,False,False,True,False
usk81,False,False,False,True
jaxbot,False,False,False,True
qyhuo,False,False,True,False
SaitoWei,False,False,True,False
xingjun,False,False,False,True
ralphite,False,False,True,True
dardevelin,False,False,True,False
dtuttle22,False,False,False,True
siamakmokhtari,False,False,True,False
zakpf,False,False,True,False
lkmfz,False,False,False,True
MichaelHoppensteadt,False,False,False,True
tareqsiraj,False,False,True,False
ohwhen,False,False,True,False
jsveron23,False,False,False,True
andyxning,False,False,True,False
haridusenadeera,False,False,False,True
pgilad,False,False,True,True
dmfilipenko,False,False,True,True
yhsa678,False,False,True,True
ud12de,False,False,False,True
icyflame,False,False,True,False
mamad20rad20,False,False,True,False
Chaitu21,False,False,False,True
xhiza,False,False,True,False
stanleegoodspeed,False,False,True,False
iamlorenz,False,False,False,True
bahattincinic,False,False,True,True
toomuchdesign,False,False,True,False
seanosaur,False,False,True,False
naderio,False,False,True,False
vicapow,False,False,True,True
utzleben,False,False,False,True
appersiano,False,False,True,False
shankarcabus,False,False,True,False
weger,False,False,True,True
fvalverd,False,False,True,True
mikolz94,False,False,False,True
lee0741,False,False,True,False
sadbox,False,False,False,True
mad-raz,False,False,True,False
knonginda,False,False,True,False
Tom-Demijohn,False,False,True,False
exwar,False,False,False,True
h0ke,False,False,True,False
CreativityCz,False,False,True,False
cwheikki,False,False,False,True
skottler,False,False,False,True
Sayantanmukherjee6,False,False,False,True
oo00spy00oo,False,False,True,False
fredcerdeira,False,False,True,False
ode79,False,False,False,True
daformat,False,False,True,False
HerrKilian,False,False,True,False
SuperY,False,False,False,True
ejesse,False,False,False,True
sferrini,False,False,True,True
OwaysisApp,False,False,False,True
rastersize,False,False,False,True
Sali7,False,False,False,True
yfly,False,False,True,False
kioshimafx,False,False,False,True
afhole,False,False,False,True
hinderberg,False,False,False,True
jamestalmage,False,False,False,True
dileepc,False,False,False,True
teseo,False,False,False,True
FiGO-,False,False,False,True
connorkendrick,False,False,True,False
gothy,False,False,False,True
Inoeng85,False,False,True,False
FallingFlowers,False,False,False,True
revolc,False,False,False,True
adamsalves,False,False,False,True
jamesjohnson92,False,False,True,False
KoH1011,False,False,False,True
Kriyo,False,False,False,True
carlosrocha,False,False,False,True
capezzbr,False,False,False,True
thuai,False,False,False,True
loklaan,False,False,True,True
assulluda,False,False,True,False
diegoarcega,False,False,True,True
sky93,False,False,True,False
sarathsaleem,False,False,True,False
honzamichalicka,False,False,False,True
Aoseala,False,False,True,False
ugtkbtk,False,False,True,True
CMYK5,False,False,True,False
hust-suwb,False,False,True,False
EclipticWld,False,False,False,True
andiaut,False,False,False,True
brianroach,False,False,False,True
hussaintamboli,False,False,False,True
Migueleneo,False,False,False,True
SebastianTroc,False,False,True,False
nongiach,False,False,False,True
caiodrago,False,False,True,False
TyuuniFan,False,False,True,False
lefant,False,False,False,True
mnky9800n,False,False,False,True
andresaraujo,False,False,False,True
ericfish,False,False,False,True
amirkhango,False,False,False,True
rafaboselli,False,False,True,False
mutenewt,False,False,False,True
jaydeepgajera,False,False,True,False
nkvasg,False,False,True,False
danii1,False,False,False,True
yutori,False,False,True,False
Saturate,False,False,True,False
thomasgallagher,False,False,False,True
chmandrade,False,False,True,False
andersoncustodio,False,False,True,False
eager,False,False,True,False
xiaohuichan,False,False,False,True
catgualter,False,False,True,False
dorkitude,False,False,False,True
eagereyes,False,False,True,False
joshuajabbour,False,False,False,True
jeanp,False,False,True,False
chrisrcoles,False,False,False,True
kersh,False,False,True,False
sylvaingi,False,False,False,True
RedHjkl,False,False,False,True
maztch,False,False,False,True
4k3R,False,False,True,False
justinmc,False,False,True,False
bhargavjoshi,False,False,True,False
vianaweb,False,False,False,True
yuanhang,False,False,False,True
Cryptoc1,False,False,False,True
amrit-sbagga,False,False,False,True
cameronehrlich,False,False,False,True
Sweetman,False,False,False,True
ggamir,False,False,False,True
sufeng,False,False,False,True
WaylandField,False,False,True,False
robzolkos,False,False,False,True
harshasreevatsa,False,False,True,False
magnusvaughan,False,False,True,False
danhively,False,False,False,True
Salikovaum,False,False,False,True
gemingxing,False,False,True,False
itranga,False,False,True,False
SangChan,False,False,False,True
velniukas,False,False,False,True
Fansion,False,False,True,False
flipggs,False,False,False,True
jasondinh,False,False,False,True
MoinPansare,False,False,True,False
duark88,False,False,True,False
mikaelcarrara,False,False,True,False
nhannm,False,False,True,False
ismaelsantana,False,False,True,False
razinbunsu,False,False,True,False
willyum,False,False,False,True
SevereOverfl0w,False,False,True,False
opium2k,False,False,False,True
noeljackson,False,False,True,False
Techbot,False,False,False,True
Klihux,False,False,True,False
yiqing-95,False,False,False,True
rounak,False,False,False,True
Barneybook,False,False,True,True
joelpurra,False,False,True,False
yunfanLu,False,False,True,False
captbaritone,False,False,False,True
kidpollo,False,False,True,False
motianhuo,False,False,False,True
luca85perez,False,False,False,True
junglesong,False,False,False,True
Atomz,False,False,False,True
novrain,False,False,False,True
michaelpedrotti,False,False,True,False
Alice-Sun,False,False,True,False
shkumbini,False,False,False,True
ahousley,False,False,False,True
hoodwink73,False,False,True,False
satgi,False,False,False,True
sergalva,False,False,True,False
huangjun0124,False,False,True,False
tricinel,False,False,True,False
plomplam,False,False,False,True
0nn0,False,False,True,False
ralphschindler,False,False,False,True
jaredkotoff,False,False,False,True
impressivewebs,False,False,True,False
amirkrifa,False,False,False,True
davidyu89,False,False,True,False
hljandroid,False,False,True,False
joshdance,False,False,False,True
battaile,False,False,True,True
Mirzaahmad913,False,False,True,False
FreshnessFactor,False,False,True,False
giulianovarriale,False,False,False,True
justinjmoses,False,False,False,True
hussienliban,False,False,True,False
Johnykutty,False,False,True,False
Laomedeia,False,False,True,False
epsooraj,False,False,True,False
skullface,False,False,True,False
rodrigopivi,False,False,False,True
luankefei,False,False,False,True
catchsudheera,False,False,True,False
shiawuen,False,False,True,False
gov2,False,False,False,True
aortbals,False,False,True,False
liliwu,False,False,False,True
neonov,False,False,False,True
CJohnDesign,False,False,True,True
ReklatsMasters,False,False,False,True
evobersi,False,False,False,True
yingnansong,False,False,True,True
mahikero01,False,False,True,False
Nca2013,False,False,False,True
hitripod,False,False,False,True
DevinRiley,False,False,False,True
shacha,False,False,True,False
ianva,False,False,True,False
AsmaAlian,False,False,True,False
Barron-Cunningham,False,False,True,False
matheuspoleza,False,False,True,True
Markensteins,False,False,True,False
mauriciomaniglia,False,False,True,True
mattijsbliek,False,False,True,False
maxchernin,False,False,True,False
mobilemutex,False,False,False,True
milancermak,False,False,False,True
aisk,False,False,True,False
skyuplam,False,False,False,True
ChandraLeigh,False,False,False,True
strongdan,False,False,True,False
aaromnido,False,False,False,True
rauhryan,False,False,True,False
bolismauro,False,False,False,True
shercoder,False,False,False,True
juanpjacob,False,False,False,True
1nternist,False,False,False,True
adisuns,False,False,True,False
changhu2013,False,False,True,False
minipaper,False,False,True,False
Flash140,False,False,True,True
antonjn,False,False,True,False
JMPerez,False,False,False,True
Rafael-BP,False,False,True,True
yildal,False,False,True,False
tamatomo,False,False,True,False
pachut,False,False,True,False
ahmedfekry,False,False,True,False
dklisiaris,False,False,False,True
klutzy,False,False,False,True
zzz6519003,False,False,True,True
jerryclinesmith,False,False,True,False
NyuTartaros,False,False,True,False
jrajath94,False,False,True,False
thecodehunter,False,False,False,True
goshakkk,False,False,True,True
Vari1986,False,False,True,False
keplersj,False,False,False,True
rocbear,False,False,False,True
imamitjain,False,False,False,True
jseiden,False,False,True,True
cloverso,False,False,True,False
jamstooks,False,False,True,False
thsig,False,False,False,True
hexiaobing5880,False,False,True,False
cnrainbing,False,False,True,True
justin,False,False,True,False
EchoPark,False,False,True,False
kutec,False,False,True,True
dsqmoore,False,False,True,False
RiddickSky,False,False,True,False
richh93,False,False,False,True
metooit,False,False,True,True
hyperandroid,False,False,False,True
TheParadoxTurtle,False,False,False,True
meshenka,False,False,False,True
eric-wei1990,False,False,True,False
dbw1,False,False,True,False
vladimirktm,False,False,True,True
adipurwan84,False,False,True,False
mgcrea,False,False,True,True
wbiffi,False,False,False,True
kevinpaulus,False,False,True,False
phyous,False,False,True,False
aminalhazwani,False,False,True,False
mezod,False,False,True,True
rufuscoder,False,False,True,False
emg488,False,False,True,False
icodeforyou,False,False,False,True
hoyo,False,False,True,False
hknd,False,True,False,True
iOSCuriosity,False,False,False,True
MousaAlqarni,False,False,True,False
disbelief,False,False,False,True
mbilker,False,False,False,True
rmuslimov,False,False,False,True
Jauny,False,False,True,False
fleeboy,False,False,False,True
houjiazong,False,False,True,False
bambooom,False,False,False,True
sanzzzay,False,False,True,False
chrstphrknwtn,False,False,True,False
akshitarora,False,False,False,True
zephraph,False,False,False,True
salomonwarr,False,False,False,True
hugomrdias,False,False,True,True
gongwen,False,False,False,True
hookercookerman,False,False,False,True
chengc03,False,False,False,True
pmacn,False,False,False,True
karelvuong,False,True,False,False
hankwl,False,False,True,False
oldpotter,False,False,False,True
adius,False,False,True,False
arjunbajaj,False,False,True,False
conorluddy,False,False,True,False
elvis-xx,False,False,True,False
jhersh,False,False,False,True
karthiick,False,False,True,False
ekke,False,False,False,True
misok,False,False,True,False
arseyg,False,False,False,True
covering,False,False,True,False
nipuns11,False,False,True,True
MarcelloCai,False,False,True,False
yvettlesongbai,False,False,True,False
jamesjn,False,False,False,True
techspringa,False,False,True,False
ulidev,False,False,False,True
hoverbird,False,False,True,False
jellevdvliet,False,False,True,True
iilei,False,False,True,True
zkrat,False,False,False,True
ivandj,False,False,True,False
cultofmetatron,False,False,False,True
poomv2,False,False,True,False
thomasbandit,False,False,False,True
cpiva,False,False,False,True
hotoo,False,False,False,True
isaevruslan,False,False,False,True
songfeng,False,False,True,False
vpdn,False,False,False,True
alejoberman,False,False,False,True
khairold,False,False,False,True
palbo,False,False,True,False
kronik3r,False,False,True,False
pereirajorge,False,False,False,True
andyfaizan,False,False,False,True
keaz,False,False,False,True
mikeadeleke,False,False,False,True
hero0Ftime,False,False,False,True
Tsien,False,False,True,False
chris930921,False,False,True,False
cwrs,False,False,False,True
dbishoponline,False,False,False,True
crabilld,False,False,True,False
GTuritto,False,False,False,True
Mosoc,False,False,False,True
meysamkaramati,False,False,True,False
meznaric,False,False,False,True
airwolf2026,False,False,False,True
rndirangu,False,False,True,False
unixarcade,False,False,True,True
isprogfun,False,False,False,True
Lamneth,False,False,False,True
wokalski,False,False,False,True
plasmosis,False,False,True,False
krishnabangalore,False,False,True,False
jboxxx,False,False,False,True
AidanThreadgold,False,False,False,True
Choujiji,False,False,False,True
messenjer,False,False,True,False
jeremyeast,False,False,False,True
coolioxlr,False,False,False,True
Quexint,False,False,False,True
looseyi,False,False,False,True
marcelgsantos,False,False,True,False
mani-zaeim,False,False,True,False
vickazy,False,False,False,True
orta,False,False,True,True
andrijaperovic,False,False,False,True
sanosom,False,False,True,False
gaoyiming,False,False,True,False
jasoncalabrese,False,False,True,False
mattmanning,False,False,True,False
pollux-,False,False,False,True
jinahadam,False,False,True,False
bargeanton,False,False,True,False
jaggedsoft,False,False,True,False
hako,False,False,True,True
sundarapandian-balasubramanian,False,False,True,True
ELLIOTTCABLE,False,False,True,True
sanealytics,False,False,False,True
whitetiger45,False,False,False,True
MarcoPolo,False,False,True,False
Saber-Kurama,False,False,False,True
umeshrakhe,False,False,False,True
thomasdegry,False,False,False,True
runikovoor,False,False,True,False
yangchih,False,False,True,False
siljorge949,False,False,True,False
AlaaKanaan,False,False,True,False
McMoudi,False,False,False,True
yuyichen,False,False,True,False
fat,True,False,True,True
fbah,False,False,True,False
gel1os,False,False,False,True
fyrz,False,False,False,True
Tdflowers,False,False,False,True
leifeifei,False,False,True,False
chorfa672m,False,False,False,True
Zlobin,False,False,True,True
xaoc3dgraph,False,False,False,True
jashenson,False,False,True,False
makotoworld,False,False,True,False
jrandallsexton,False,False,False,True
Jonavin,False,False,True,False
MatrixV01,False,False,False,True
papachan,False,False,False,True
vincentaudoire,False,False,False,True
pvoznenko,False,False,False,True
albasoul,False,False,True,False
faisal101,False,False,True,False
jacquelynchastain,False,False,True,False
aewing,False,True,False,True
igorT,False,False,False,True
livUdo,False,False,True,False
rodrigosuhr,False,False,False,True
CorcovadoMing,False,False,False,True
insidevivek,False,False,True,True
nipac,False,False,True,False
bxbxbai,False,False,False,True
bettirosengugi,False,False,True,False
zackmorgs,False,False,True,False
fish2000,False,False,False,True
lukax,False,False,True,True
aeterDraco,False,False,False,True
kerberoS,False,False,False,True
renatovcs,False,False,True,False
computermatt,False,False,False,True
arashataei,False,False,True,False
kantharia,False,False,True,True
haoliqiang,False,False,False,True
BugsBunny338,False,False,False,True
iamnirav,False,False,True,False
mikedemarais,False,False,True,False
skorebrits,False,False,False,True
JeremyBland,False,False,False,True
anesh,False,False,False,True
PivotLogix,False,False,True,True
Zyber17,False,False,False,True
es128,False,False,True,True
Volcanoscar,False,False,False,True
hylent,False,False,False,True
matthew-dean,False,False,True,False
SeanChen0617,False,False,False,True
tianguanghui,False,False,True,False
abiam222,False,False,True,False
mabo77,False,False,True,False
dennissenner,False,False,True,False
nic611,False,False,True,False
keeto,False,False,False,True
rodrigovidal,False,True,False,True
risingspiral,False,False,True,False
gribneau,False,False,True,False
ElBartoWasHere,False,False,True,False
hzyIO,False,False,False,True
aanoaa,False,False,False,True
AugustRush,False,False,False,True
bondarewicz,False,False,True,False
davidrpoliti,False,False,False,True
stroodlepup,False,False,False,True
shedd,False,False,True,False
imkhan,False,False,True,False
lemattma,False,False,True,False
jeanpaulcozzatti,False,False,True,False
chrisprice,False,False,True,False
letsila,False,False,False,True
ademagic,False,False,True,False
Zofie,False,False,True,False
loohawe,False,False,False,True
topiori,False,False,False,True
andyshep,False,False,False,True
tafhimul,False,False,False,True
shashirmeshram,False,False,True,True
wcp1231,False,False,True,False
jacquev6,False,False,True,False
dhavalkpatel92,False,False,True,False
ankitarmani,False,False,True,False
iBenjamin,False,False,False,True
mingkun868,False,False,False,True
skippy,False,False,True,False
bicrazor,False,False,True,False
giorgiop,False,False,False,True
benjaminws,False,False,True,False
nsinisalo,False,False,True,False
christianpecson,False,False,True,False
souzaonofre,False,False,False,True
afftee,False,False,True,True
mick26,False,False,True,False
1in9ui5t,False,False,False,True
akkhil7,False,False,False,True
katiekorgan,False,False,True,False
SeokhyunKim,False,False,False,True
soniccat,False,False,False,True
rkawajiri,False,False,False,True
cmawhorter,False,False,True,False
johntran,False,False,False,True
lepture,False,False,False,True
moidan4,False,False,False,True
Kinjal10,False,False,False,True
sxfenglei,False,False,True,False
thesmith,False,False,False,True
prometheansacrifice,False,False,False,True
Comedi,False,False,False,True
merttasci,False,False,True,False
raynimmo,False,False,True,False
samplemails,False,False,True,True
adr1anh,False,False,False,True
Maksadbek,False,False,True,False
kjaenicke,False,False,True,False
niklabh,False,False,False,True
sergeybekrin,False,False,False,True
mmutuyu,False,False,True,False
shakirullahi,False,False,True,False
corbanb,False,False,True,False
HennerM,False,False,False,True
maur8ino,False,False,True,True
razh,False,False,False,True
standyro,False,False,False,True
tiennguyen2012,False,False,True,False
petroslafaz,False,False,False,True
talves,False,False,False,True
hungnt-me,False,False,False,True
0x1Dx,False,False,True,False
Max7m,False,False,True,False
yoloseem,False,False,False,True
wookoouk,False,False,True,False
GogleHead,False,False,True,False
ennioma,False,False,True,False
KnisterPeter,False,False,False,True
agusbrand,False,False,True,False
renatotavares,False,False,True,False
rkeeler,False,False,False,True
niwlondon,False,False,False,True
deminew,False,False,True,False
atticusliu,False,False,True,False
DeathKing,False,False,True,False
vdesbarres,False,False,False,True
radhakrishnancegit,False,False,False,True
shovon,False,False,True,True
Darkhorse-Fraternity,False,False,False,True
GitMine,False,False,False,True
iGranDav,False,True,False,True
joeblau,False,False,True,False
moodpo,False,False,False,True
petermelias,False,False,False,True
kucharovic,False,False,False,True
xiangzhuyuan,False,False,True,False
alpacaaa,False,False,False,True
minustime,False,False,False,True
mrmoree,False,False,True,False
3DPrintler,False,False,True,False
charliemc,False,False,True,False
pkumar84,False,False,False,True
marlonicus,False,False,False,True
GuidoSchmidt,False,False,False,True
amuRico,False,False,True,False
harshagv,False,False,True,False
Ryanfahiramaulana,False,False,False,True
ukarthik,False,False,True,True
memsyi,False,False,False,True
GameMidlet,False,False,False,True
guisouza,False,False,True,False
kqlambert,False,False,True,False
sdeveloper,False,False,False,True
iand675,False,False,False,True
AMITNKALRA,False,False,False,True
csqiangguo,False,False,True,False
barosliu,False,False,False,True
icrtiou,False,False,False,True
mujavidb,False,False,False,True
paleomedia,False,False,False,True
yisibl,False,False,True,False
brunopulis,False,False,True,False
fedor-chervinskii,False,False,False,True
vistajess,False,False,False,True
liuzhoou,False,False,True,True
6D65,False,False,False,True
WrightsCS,False,False,False,True
AtomsForPeace,False,False,False,True
shengwenming,False,False,True,False
RobMacGregor,False,False,False,True
waylonflinn,False,False,False,True
qingxiangchayun,False,False,True,False
Karayel,False,False,True,False
niki-georgiev,False,False,False,True
zodester,False,False,False,True
ZIGTHEPROGRAMMER,False,False,True,False
RossLitzenberger,False,False,False,True
iamzhouu,False,False,True,False
seckin,False,False,False,True
halloanthonylo,False,False,True,False
masterjefferson,False,False,False,True
mazurio,False,False,False,True
xiaokekeT,False,False,False,True
idock,False,False,False,True
willchyis,False,False,True,False
SajjadurRahmanSagor,False,False,True,True
jimcary,False,False,True,False
improper4,False,False,False,True
hexanal,False,False,False,True
createbang,False,False,True,True
onuryurtturk,False,False,True,False
EricKou,False,False,True,False
kstx-evolution,False,False,True,False
daxingplay,False,False,True,False
pedrocleto,False,False,False,True
Sympho,False,False,False,True
c2webdev,False,False,True,False
sperrault,False,False,True,False
anassahmed,False,False,False,True
dawidgdanski,False,False,False,True
medcv,False,False,False,True
jjrdn,False,False,True,False
aederrar,False,False,True,False
dawdle,False,False,True,False
nathanstaines,False,False,True,False
arifLogic,False,False,False,True
chaitanyagpt21,False,False,True,False
shivarajp,False,False,True,False
ivanistheone,False,False,False,True
VivianWEIM,False,False,False,True
devluis,False,False,False,True
binarycrayon,False,False,True,False
victorarias,False,False,False,True
dz1984,False,False,False,True
vmr1981,False,False,True,False
clebert,False,False,False,True
kamilliu,False,False,True,False
ashnur,False,False,True,True
tderleth,False,False,True,False
hyb175,False,False,False,True
drygiel,False,False,True,False
jxchen01,False,False,False,True
dandrei279,False,False,True,False
sutar,False,False,False,True
jrbaudin,False,False,False,True
joeycarmello,False,False,True,False
TT--,False,False,True,False
ahmeti,False,False,True,False
dansowter,False,False,False,True
txn513,False,False,True,False
jozsefs,False,False,False,True
ytzvan,False,False,True,False
cpolitano,False,False,False,True
hugo-dc,False,False,True,False
ftore,False,False,True,False
FLasH3r,False,False,False,True
huangzhipeng,False,False,False,True
C1nde,False,False,True,True
TonnyTao,False,False,False,True
ggregoire,False,False,True,False
jryans,False,False,False,True
nastugintoki,False,False,True,False
marlass,False,False,True,False
wushaojie,False,False,True,True
kaanozcan,False,False,False,True
CloudMarc,False,False,True,False
Rahul1992,False,False,True,False
StephHartley,False,False,False,True
jonathanong,False,False,True,True
solcik,False,False,False,True
SonyaSharma1,False,False,True,False
DataSherlock,False,False,True,False
rohithmeethal,False,False,False,True
code991,False,False,True,False
pinocchio23,False,False,False,True
itsneo,False,False,True,False
euskadi31,False,False,True,True
BPMathews,False,False,False,True
sb-,False,False,False,True
claudiahdz,False,False,True,False
ningyuwhut,False,False,False,True
leiatpku,False,False,True,False
alexhaller,False,False,True,False
Lorezz,False,False,True,True
sandsaturn,False,False,True,False
itchingpixels,False,False,False,True
yxm4109,False,False,True,False
ITMeng,False,False,False,True
nopantsmonkey,False,False,False,True
raghs7,False,False,False,True
xDinomode,False,False,True,False
vfleurima,False,False,True,False
xhd,False,False,True,False
Pedromenegussi,False,False,False,True
GreenDude,False,False,True,False
lakshmankotipalli,False,False,True,False
siggy,False,False,True,False
staticinstance,False,False,False,True
erinther,False,False,True,True
ravipetlur,False,False,True,False
levant916,False,False,True,False
ballbrian,False,False,True,False
geoffevason,False,False,False,True
paulrho,False,False,True,False
voidException,False,False,False,True
Redjik,False,False,False,True
techiva,False,False,False,True
olawiberg,False,False,False,True
fakedarren,False,False,True,True
Hudie,False,False,False,True
ohoushyar,False,False,False,True
okaoka0709,False,False,True,False
TheHiddenHaku,False,False,True,False
abashkirtsev,False,False,False,True
riarellano,False,False,True,True
dchopra001,False,False,False,True
karadaharu,False,False,True,False
rlazoti,False,False,True,False
guenther387,False,False,False,True
zhe,False,False,True,True
jeffh,False,False,False,True
Epskampie,False,False,False,True
FriedCircuits,False,False,False,True
petchaw,False,False,False,True
edwardean,False,False,True,True
JamesFTW,False,False,True,False
Gnnng,False,False,False,True
lucasbarros,False,False,True,False
mikeerickson,False,False,True,False
mattdesl,False,False,False,True
juancarl0s,False,False,False,True
camisrizzi,False,False,True,False
zachinglis,False,False,False,True
hamzahc1,False,False,False,True
HygorX,False,False,False,True
louk,False,False,True,False
eristoddle,False,False,True,False
JohnPJustice,False,False,True,False
atran,False,False,False,True
GentleOx,False,False,True,False
holin,False,False,False,True
tope628,False,False,False,True
sohail-py,False,False,True,False
hlissnake,False,False,False,True
benitoll,False,False,False,True
chirive,False,False,True,False
dexterbrylle,False,False,True,True
leeggco,False,False,True,False
dciccale,False,False,False,True
csbun,False,False,True,False
g9164313,False,False,True,False
zdychacek,False,False,False,True
PrimOox,False,False,True,False
tiagolira13,False,False,False,True
ryusock,False,False,True,False
Jai-Chaudhary,False,False,False,True
yarax,False,False,False,True
TomNeyland,False,False,False,True
rolrq1,False,False,True,False
MaxwellRebo,False,False,False,True
linkkingjay,False,False,False,True
Aozorany,False,False,False,True
bitoboat,False,False,True,True
phpmaple,False,False,True,True
shadikkandil,False,False,True,False
od3n,False,False,True,False
hongliuliao,False,False,True,False
paulyi326,False,False,False,True
paulgnz,False,False,False,True
westernmagic,False,False,True,False
aprendiendoando,False,False,False,True
jennysjogren,False,False,True,False
hgoebl,False,False,True,False
Art-Wolf,False,False,False,True
najdhil,False,False,True,False
RobotCosmonaut,False,False,False,True
adamwintle,False,False,True,False
messi89,False,False,False,True
GautamThapa,False,False,True,False
marslabtron,False,False,False,True
3x1ToR,False,False,True,False
jacksonwillis,False,False,True,False
manoelp,False,False,False,True
blackerby,False,False,True,False
asafwat,False,False,True,False
doersino,False,False,True,False
SteveVezina,False,False,True,False
WisdomPig,False,False,False,True
ikchaitu,False,False,True,False
bwot,False,False,False,True
mayes,False,False,False,True
code4funlnyx,False,False,False,True
itsrj,False,False,False,True
asmallteapot,False,False,True,True
netfishx,False,False,False,True
dev4dev,False,False,False,True
bhoold,False,False,True,False
patrick-mcdougle,False,False,False,True
kelsadita,False,False,True,True
camilohe,False,False,True,True
lichgo,False,False,True,True
vremy,False,False,True,False
getrules,False,False,True,False
audiebantzhan,False,False,False,True
moocss,False,False,True,True
cchitsiang,False,False,False,True
5thfinger,False,False,True,False
artdiniz,False,False,True,False
huntermonk,False,False,False,True
ponty96,False,False,False,True
shigebeyond,False,False,False,True
ttscoff,False,False,False,True
felicedeNigris,False,False,True,False
Rydgel,False,False,True,True
myl2821,False,False,False,True
jefftriplett,False,False,False,True
dkalawadia,False,False,True,False
RootCoders,False,False,True,True
cieplok,False,False,False,True
sancaky,False,False,True,False
mariuslundgard,False,False,False,True
TripleFire,False,False,False,True
juestzmichael,False,False,False,True
zhpp02,False,False,True,False
Elkfrawy,False,False,True,False
Kensuke-Hinata,False,False,False,True
ssulivan11,False,False,True,False
mattreduce,False,False,False,True
marvin,False,False,True,False
bryanbeshore,False,False,False,True
JeremySaks,False,False,False,True
patricksiegel,False,False,False,True
nathanwang,False,False,True,False
adityagupta104,False,False,True,False
blech,False,False,True,False
mimdad07,False,False,False,True
hrishikeshsathe,False,False,True,False
quiet324,False,False,False,True
haohello,False,False,True,False
marcusmichaels,False,False,True,False
tangledhelix,False,False,False,True
sonu221010,False,False,True,False
klose,False,False,False,True
jianfulee,False,False,True,False
realjk,False,False,False,True
bgdogan,False,False,True,False
huliyou,False,False,False,True
karahiyo,False,False,True,False
Fluxx,False,False,True,False
miknonny,False,False,True,True
dongwang218,False,False,True,False
dwsupplee,False,False,True,False
atomic-penguin,False,False,False,True
CandiceStom,False,False,True,False
BorjaL,False,False,True,False
snollygolly,False,False,True,True
m09,False,False,False,True
timalbert,False,False,True,False
keminu,False,False,True,False
yanbaobin,False,False,True,False
AppsTitude,False,False,False,True
HBRambo,False,False,False,True
LucaColonnello,False,False,False,True
andytuba,False,False,True,False
mohammedalmasri,False,False,True,True
baddog,False,False,False,True
